real,predicho
813.69,497.6277646873806
598.23,765.0424796549929
473.2,1097.792149072234
922.26,694.3955346558078
810.31,568.6124926361115
809.37,561.0448174375077
754.99,549.5119894183312
589.2,702.6532472861886
828.44,714.2256002396441
1239.76,711.4612370585024
953.7,741.740037451257
742.28,734.4041752142941
1239.44,1192.6331061845772
669.77,553.5461255538578
1450.6,1139.956607904908
499.87,588.7588688166704
244.8,687.8970168311847
811.16,716.8022874739123
1931.84,1101.142000140646
1851.62,1129.9440576157301
1457.46,1097.1265328728698
480.45,555.7255499465065
507.35,1188.697243141509
1062.86,1126.3885777123287
603.03,705.5521963974918
686.9,732.7446238769683
623.79,699.5973835702035
1507.47,1145.198181634166
515.64,569.4123621499753
559.54,704.9437882710337
937.4,738.3624929797234
665.79,718.9920318324932
135.72,550.5608944007915
859.53,1128.3872071168882
884.83,678.6870783745945
1887.75,1135.2981480281064
969.01,511.962727815353
274.48,1094.2709555220422
668.96,557.6964688549352
1912.05,1170.7518306237782
400.44,530.0267329137437
1259.92,734.3893904400918
769.57,586.8167730437159
143.52,540.2903927555341
1205.03,703.775329546798
408.4,512.6429627988595
1001.34,705.0782051545186
372.53,720.2387964816048
515.24,575.3887420182747
1554.01,1166.3966430936325
607.83,547.8214873645054
785.03,1084.4834565580272
305.48,556.5486565532034
1174.9,714.1275143013808
203.46,551.0831669488338
1079.89,716.3578964812384
328.67,544.741623543572
1020.34,706.9060387833894
729.12,759.983431967986
437.91,549.2286558401937
1205.02,690.9209435198374
1772.42,1118.9271367651017
661.8,708.6662771177103
1066.22,739.1569429630642
684.79,724.0967643232859
887.82,560.6218592783026
770.12,1105.1969480088626
669.23,535.1395600502132
280.01,610.7089261955946
466.02,670.274671125423
312.62,697.3954162791138
668.28,1145.1775242519209
230.21,740.5079228904515
926.72,1103.4660509585083
836.52,550.0187888290409
453.78,1176.8551149669208
1051.02,715.0476293106051
1095.04,711.8743338624122
1286.19,774.270889450056
453.87,1166.0155626163769
1028.14,1165.7601539097218
1898.01,1144.9062130506886
1012.37,764.7676754288361
955.76,698.167687575286
256.84,1120.1992953926786
679.95,698.8756405037442
343.29,730.0009913194622
873.69,702.5456401436174
685.12,731.4891217623572
171.59,562.7650959253939
848.14,732.8305913761694
570.53,722.5982407494257
955.24,720.8761641215872
778.01,737.6193340395513
1194.26,727.6292694985384
861.85,597.9900019081543
1227.81,704.6418195318279
606.79,728.0723772895512
1892.3,1142.4349734210493
719.5,691.4126147608583
1605.49,1152.4543842208825
732.91,536.6418935435121
1349.74,1139.3400617967357
1114.14,714.9474332031295
267.34,573.320423210752
1021.55,739.5627654499201
1141.63,708.7890642615371
467.8,709.8075059384846
442.1,556.133603622566
835.59,1155.8494338917167
526.47,545.2745207597459
465.21,567.4653130979729
704.3,731.3384738132094
239.12,1134.2244526174845
851.55,757.5337402239446
1082.87,720.1956620686703
906.67,728.1552967573284
1106.74,702.3202212630567
241.3,548.660275487538
467.85,528.0995756223224
860.15,707.3081456660009
196.97,563.9373143974517
256.71,673.6196860890162
1417.85,1156.715996940468
476.67,698.9005387306897
416.97,727.006138137647
409.78,542.3945376935019
521.12,684.5430744814759
858.51,586.4294580554761
177.88,565.3367624445885
303.3,702.8144965156879
740.16,568.4987078984303
346.9,585.3358895693157
227.26,555.9032849224348
429.66,721.981662666903
842.89,567.4439022942931
420.26,703.8050890973545
507.68,697.2090221750977
1005.09,670.9008819715008
813.33,1142.448952101178
179.26,713.6654552671682
486.64,709.2833836623673
880.12,610.7937508292655
1145.97,714.9657614993712
997.54,502.6580044237693
809.85,695.6567956873225
403.8,705.4384141801327
461.7,691.9243132894305
364.27,524.6758933999247
224.68,499.78881319366894
1165.23,705.0083960035965
693.71,535.5469205766636
223.7,733.4392229345844
411.89,716.91486504404
905.2,1158.5516199545464
1452.5,1107.2929662950676
169.36,686.7141415361593
1154.91,712.9577907505812
1169.8,681.0429549820176
117.3,520.6827607423462
1998.01,1180.204427756203
894.17,713.9251474618551
1080.09,728.8642779640013
720.38,684.3160434851793
893.32,729.7637433399932
614.58,714.53690176023
420.07,750.499779283278
272.55,565.9203445807786
406.73,598.7572430171346
787.27,699.4231363032402
1830.77,1192.6935207877896
564.27,556.0551966268173
1124.13,697.9629947693325
464.15,1099.5947144178576
1293.49,729.5244331802649
969.77,546.0744070810244
496.29,719.1131810103416
884.28,718.7781067668154
970.41,579.8580953838316
422.75,547.6453283764187
775.53,680.3435724785783
1283.95,723.9536087758238
1483.12,1100.7293856955405
830.1,1142.4739093786525
274.46,701.714443129533
861.37,742.0585395336916
577.88,1146.13111695234
743.06,716.5067915929103
1202.15,715.3963656268793
239.24,1153.6629414325328
173.26,709.1909555230923
599.09,1114.4338279019337
1274.08,1134.4469923751535
677.04,534.3636924707166
805.08,708.4409617174299
203.25,545.1631597386429
819.25,1123.1596933533997
354.35,710.303638038398
584.98,720.8370570927773
826.05,733.2369277680784
488.56,714.3267630690965
973.41,1144.915664457642
297.22,520.4751001088049
267.71,684.1631703704169
154.03,723.2114511421812
196.92,720.4047612874092
664.38,686.3617502200116
800.98,723.3968299517767
201.36,1121.191650827553
643.62,591.2619196455238
1442.75,1132.9344779931037
434.93,689.587779965342
1260.97,1103.692526105462
504.6,695.1629993801378
372.99,562.9151461047894
434.06,687.0419437360858
138.52,716.1166527346386
764.12,510.3003497569032
1481.28,1130.5648807475832
1153.62,1139.0938237840005
817.24,705.0777550618603
484.98,763.9667259487844
968.2,1182.0525697821263
1933.25,1109.2940322763914
1819.06,1087.7897079325892
1610.8,1152.9266672167537
917.48,498.12641406411
1178.82,769.2996788496239
789.43,681.7239223158498
701.89,524.4923759364144
1072.26,1116.4751122260006
369.07,750.827845768026
739.4,550.9449786980451
610.95,555.9139989934711
867.12,675.1569610485474
176.38,543.9859357054193
445.84,558.8911422794574
423.47,722.279338570572
1038.92,1131.622950627172
786.98,769.849258544926
651.66,553.0189687879953
253.95,553.4885583008748
1095.5,687.9013115794976
1870.84,1141.3070210265037
362.89,764.9510651471435
138.21,714.2882874093926
679.66,1127.258133839464
737.22,735.0991543551759
1282.66,733.0982169769699
298.27,703.6113505319615
1156.25,745.3197753105517
622.56,694.8998591583802
1284.05,733.016915212911
1233.4,756.0725341376142
310.22,704.9478241089432
1892.49,1097.7560029416532
744.38,748.6110212871156
250.82,720.4939332241516
764.69,1139.5848754646076
901.87,1145.810457822389
800.22,511.511331404476
886.3,696.2440812418114
1223.01,1120.312183805753
466.0,698.0774281943429
286.83,683.9576272211862
1342.06,1122.800101606162
1169.22,708.8556736775988
1335.33,1169.5738185211776
1254.13,734.4775969220325
559.08,700.3145499638845
793.86,683.074028353747
132.78,718.8183904672226
997.8,565.3495052770762
1423.84,1119.978753222541
875.6,709.9802501559385
462.83,1156.6979729820362
1220.02,695.9904806784782
1085.08,708.6427958654334
462.54,695.8476717734675
372.71,718.7330387461136
528.51,719.0606145597396
1074.91,1165.1225415520043
716.72,708.1280372524268
971.26,732.8618244003967
233.79,712.482614884555
621.97,562.9888116473227
658.31,1134.576625433636
890.66,699.7450600707164
779.8,510.7582884590156
714.28,526.7265897537719
1216.36,1135.3726631508212
524.93,690.0130194896442
702.3,711.4209331428698
1144.31,720.9335263943588
156.33,723.3245934604664
1157.58,1122.2671982273694
708.82,750.3173670308086
1984.11,1148.3267444595201
977.98,667.0612510691005
543.05,698.574624982578
658.42,696.2013012752321
860.09,714.5550727169646
471.72,710.1377396142304
1655.3,1098.5158227141924
853.84,758.8082525416338
1059.16,729.0954794356251
830.99,554.6163173490435
502.95,1133.2027907536115
706.49,738.3110754938223
964.57,723.2662680984599
869.33,552.7178366805359
1451.01,1142.761751966703
334.65,716.6483742091401
889.91,1149.4788600053378
859.52,717.8578883997831
362.43,736.3290837795641
1688.33,1133.8140739206701
460.76,515.2322940325225
1273.75,705.9625869447898
191.78,708.9088821402531
843.91,706.3734842659512
880.75,694.4350625126099
249.43,696.7547530934607
416.54,503.63090462233754
987.25,728.7487937812587
772.35,1138.3516992832283
1097.72,753.8901257437601
777.6,580.9486739416344
269.64,1187.3611075424412
464.05,723.0597207895223
393.58,681.8304217596362
1026.32,694.4237407478972
586.98,1097.3668001181816
1177.38,730.7098813360665
562.27,697.8938568272201
338.83,747.4377717352445
1164.45,721.6956688287146
590.62,676.724828240287
698.1,675.0434981294677
1914.32,1177.270200435435
1684.07,1150.3545594397904
331.18,700.045989813526
1279.45,711.3781630969381
592.81,703.0424364896842
136.9,718.6000147940787
206.64,1148.1969757555892
326.57,716.688818862496
294.23,562.5505578142534
439.65,678.3886813418542
155.69,706.7928539503739
273.47,731.7709710673719
964.24,695.0215389469382
310.88,690.9663671978432
1112.0,701.9926338551661
399.03,728.9559547884305
812.65,1100.416157725207
797.77,760.6045398808437
1147.94,718.0333047682841
724.41,719.2052606223192
334.51,720.1904273920197
485.91,712.9170648177051
165.11,547.136186479075
220.46,1128.5509720579644
1138.92,713.9031132980185
506.19,549.1939548761555
966.29,543.0144368312642
688.31,1088.8760324104521
861.06,703.3053883539499
1199.99,712.2143153357008
430.23,730.065133341609
734.45,596.6002729802012
702.19,679.9761400549655
1755.4,1113.3346301509966
820.65,553.1244983671829
1785.65,1090.2322781270966
704.46,551.7144689855347
377.0,564.3019305980374
456.24,1109.5801124528416
1233.1,705.5582504834
692.74,718.7859784854022
188.38,550.1155704911934
708.54,719.5000517640517
992.83,723.9238430548501
694.11,696.7786521177643
480.89,721.993935676976
196.53,717.9861939246259
752.89,715.0811777443731
802.06,1131.8752542431885
573.98,1130.9814093206803
1224.94,759.5383879583721
624.66,732.977472188252
555.43,1175.8162071591005
772.38,710.8162602203871
506.12,689.0150703527368
1691.66,1131.648119424465
538.59,730.2247590622688
506.64,560.3043075872142
814.42,514.9727964911654
410.95,518.3713672750531
1073.1,679.4590711421729
1030.81,746.4792413220443
1013.79,718.1637494971499
781.57,724.9665259638986
443.54,716.9485505305151
728.71,1138.0220566744654
1867.22,1102.574174665979
1211.25,716.9434272552073
770.35,752.3737978558413
683.72,706.703727198196
645.06,552.1284263911305
855.2,704.4984643614355
359.51,726.5564073678598
1049.47,1130.0253123281288
1801.85,1125.271005959965
325.46,569.2091371719126
338.73,690.5127202330489
994.62,554.4585810711001
1091.86,720.1328664138853
599.69,583.34135225483
278.21,666.3268886105168
561.19,546.3099267155033
920.37,1109.7587643996378
921.97,713.9753481200789
1208.61,714.3796080653397
961.73,692.1742876501659
869.16,562.8216511185328
427.04,743.1860575463577
390.29,585.0163291833129
1344.83,1157.2583283423864
472.02,705.3656536374655
307.01,734.9339165868666
1232.47,1119.765126137616
328.83,532.2448404108059
1657.03,1126.2028258092012
1041.52,1118.538140022991
152.94,563.4209804696743
467.86,535.5295315721078
1190.44,717.9647021042001
857.09,736.7005498454612
366.51,711.6833937248609
547.5,699.931973268069
758.38,675.4771906622946
836.4,730.6604576651112
598.57,727.7697648508099
677.4,669.7076611031509
1242.56,1184.4234663590546
815.24,716.744806909398
980.7,718.6344278493764
970.26,1126.0809769217994
767.66,674.6889191928815
819.09,516.5068227575398
1776.76,1129.411817047892
996.17,1130.4683387187554
1203.33,743.9101018264043
484.74,707.7235995603471
743.13,712.9464756291497
1168.04,1121.9948234380036
632.3,697.7229449253043
1137.08,718.9061533609267
422.62,717.8448751370524
1138.01,755.8864981514514
269.46,554.9800970560218
437.79,744.3128121115685
776.81,718.2565667368747
314.15,729.0299740514877
809.95,1148.2353028197992
1826.58,1142.5878612773354
245.88,743.7562902290733
1082.84,726.3880139885964
1292.66,1126.5562954686206
285.06,533.6010005346112
911.03,1143.5719566475275
518.14,556.7067319084865
1097.11,696.040296036555
930.11,677.286048803403
1073.74,1132.7547212649883
1026.93,727.79917025962
1394.01,1108.9281280918315
935.54,527.8126854104884
890.6,676.4200820633564
532.29,1126.7821220946269
250.15,544.9184503650492
353.26,1155.7101710609022
1157.8,722.4310216064517
337.52,1172.6417477345938
1532.49,1113.6053401849842
604.42,724.5989472737223
682.4,681.400163661553
740.69,702.9807060462363
750.54,1129.352228568031
317.98,698.6333577607484
521.85,516.2142647311993
318.63,1089.5954506515602
1021.16,705.0331563191916
332.71,550.1573206173352
594.8,714.960642212925
559.38,700.8748820905557
232.59,731.4142762764866
840.59,585.9185229028166
659.98,1134.7078239526168
263.61,1148.2221594954465
780.38,1137.3398050538467
836.52,763.0547325551624
1027.9,759.4818260586877
848.65,705.337493987603
380.61,1159.110961312242
740.38,1138.1690722159015
413.03,689.8019133179289
844.09,559.3835548761731
1031.24,715.4367907030385
635.61,690.8874116771386
1130.49,725.7640699080516
444.29,566.3556333550222
806.0,540.4917519421413
359.58,553.7892629790941
1672.52,1151.536195518157
499.48,1174.3300358600738
468.59,747.8292471608718
1137.77,704.2496719049911
1019.99,676.6864132591224
309.95,575.0367580362587
413.44,672.7363911967755
720.76,770.035946131346
409.2,703.0215356824758
577.34,703.310348654999
1194.79,738.6026565917739
315.19,746.0560125598664
595.62,562.6093750212289
412.17,1094.925828546536
522.71,556.9313549134648
276.21,560.4813156424249
1131.11,746.9727131941779
1632.4,1146.5787600998187
550.89,731.4122468609128
359.53,565.9686506901851
1815.98,1141.7318371646686
799.6,745.8434939986927
998.38,726.1502247730643
230.84,1150.356492759522
1270.0,708.967599101127
991.93,561.4662980042771
220.49,1139.6710317867796
1485.93,1101.6301371731536
318.78,730.2247590622688
419.21,557.3259481689306
562.6,1107.839944828392
845.03,703.1042038052474
1736.21,1124.8134244734174
139.03,532.2609297326088
1120.8,1109.746512655227
795.89,728.1810058534741
137.74,715.741860209904
332.61,727.2121307144907
331.33,739.691751189157
437.47,669.5291136269104
773.21,679.2514679339822
1061.68,719.8808787462444
420.98,734.3715322192912
707.35,541.0102753032132
845.25,711.0559402922534
326.35,495.46767843115003
164.66,586.0181561742343
958.26,741.7366181158311
609.74,722.7091021723515
1502.47,1100.3124811350206
366.29,550.7971477667116
348.53,537.0501909385051
682.22,1091.8316340206916
623.14,724.6856453259225
602.52,560.218503801084
526.58,759.2158450606257
900.87,744.3164310871236
275.09,739.1606929696514
426.24,503.2435896340977
427.01,724.1714288336868
640.1,728.800901569474
872.48,1135.5105436625247
558.62,689.4981407583804
187.08,705.4929782477552
902.27,725.1591509538991
769.32,581.2616650757802
1127.64,694.2157779276924
945.07,716.887308229766
523.57,512.6461912289714
1224.93,733.8393425950976
1090.54,689.7598032469123
172.56,684.8739992952181
819.79,710.8653819455958
374.79,1121.8972450757037
799.91,727.323775367694
954.32,724.4522782471882
989.58,716.8409991991407
205.47,720.0576292938308
1225.9,1130.0220723806437
683.5,732.9662416546362
535.2,691.7504405157813
341.63,518.3908094100661
1330.85,1137.886304322523
658.32,722.973769266476
630.39,1118.179379988195
1461.68,1167.477098320854
168.51,549.8647632848778
451.79,714.9351847937401
1192.03,1137.237165068895
576.67,710.3501468656283
957.28,709.5179132711205
845.7,753.7751855448862
856.09,570.4192199834594
435.96,675.2372861121719
378.28,1150.6016446748583
215.03,733.2394110503794
336.95,536.5406214701849
508.06,1111.290799987664
1164.06,718.6449600488147
679.83,723.0798683349295
696.62,668.7427157414986
253.39,576.3428647695044
222.63,550.9581384379056
773.29,1130.3679830411218
681.77,735.1822027197295
583.39,740.7705625722376
658.7,590.5897221019064
505.73,773.0369838063309
1189.95,1142.1371689849195
1945.06,1132.5566326750793
415.5,735.6109756733304
770.5,501.42647200879117
373.52,1084.8619886877939
910.12,727.9477384972038
344.11,530.5403514497094
1483.03,1144.9946119128515
288.2,563.4187059617467
1723.29,1161.8078009144203
691.71,725.3887866339119
238.65,712.0469374340003
711.79,513.7680210267996
287.19,745.0746834101404
558.2,559.5130451983817
977.41,551.478019129545
1175.35,1193.3740320972054
975.41,1136.4094901768199
320.31,560.2633996599678
401.59,745.279357706676
930.1,570.0027304772273
609.62,1093.7171676341986
243.84,551.2122137984209
171.43,544.1151726281046
719.43,706.2649471148799
571.9,684.9005186222478
828.83,696.0445152356426
827.73,573.5929073450907
294.78,690.01849888403
136.08,706.9100335961487
618.83,1118.1248822264088
873.47,703.696619061842
543.8,674.5885551233379
740.85,1131.7123402583106
1196.63,1133.3700866822094
603.3,558.3526545481151
1618.69,1142.698817155878
942.55,502.6255341845259
1706.77,1134.7307341176343
1985.12,1122.4593697029563
445.82,704.9751574634408
888.98,557.8729662163599
1168.86,743.8950400669653
218.47,735.9056726003196
145.81,530.0561992011313
536.29,746.4815921776599
286.85,1172.4649356873158
530.74,552.0196908048349
1267.03,667.1457158348708
1091.88,729.729415706892
808.09,1136.6573033816614
823.52,713.8976223862597
1137.8,1190.551537470095
614.01,703.394191776193
732.74,719.6753039430207
265.38,732.3999127967389
999.28,704.0651861409503
1058.98,675.6263354409805
424.9,723.0597944039664
725.51,532.4293231118722
889.38,735.5667062387258
278.79,711.908650363441
1336.34,1136.0033763979952
1929.62,1121.6362336351897
368.5,719.8002121616905
1521.18,1135.5277837081192
953.45,546.5783177670179
1170.8,1115.4972169473242
1996.87,1183.1537924097738
526.37,711.7946338179839
533.06,714.5738907701623
243.05,1097.2775921358582
1085.26,721.7070173360668
508.09,543.9557415280166
1030.92,761.6064423622477
1029.36,1115.0377358856085
347.76,770.0545403293432
353.15,1134.69156563251
725.29,1118.1385503519557
935.0,593.6492307751483
497.87,710.609698314239
270.2,509.91965107345504
858.27,725.0669983313063
1639.47,1152.2292428024248
475.29,589.9098105538706
1492.76,1126.5178921446484
214.12,735.3628308819036
676.27,699.7799035387064
591.2,546.074764077833
528.18,1122.5042227748816
210.44,682.6865160670586
1233.54,714.0456733800866
978.23,1133.3476800909602
887.69,749.6845995705432
477.18,1130.3533968471588
495.68,556.8709852305018
1639.44,1177.6344152176257
910.61,728.9743262913196
864.97,713.38847928449
591.06,685.3661108090782
549.16,758.7542387147926
445.44,706.4755115558264
1039.79,1129.2101666650096
1255.55,697.2797226588051
947.68,537.9287344074282
609.26,543.7733026109892
314.76,536.007235240305
254.86,707.8415234715978
708.62,729.6848825461025
1171.55,705.9440887026725
974.31,544.6649103258518
342.64,1151.4039962980332
488.16,712.515751852374
800.13,557.8611711352107
1253.47,681.1350268834651
923.5,764.0102927556743
595.03,723.4431781669057
802.42,549.7589179409226
401.6,545.1662818437832
712.17,524.7879284986215
572.19,769.0179845154315
966.0,722.8544790430858
547.14,722.5931774324932
302.11,697.9912228711032
593.59,698.9659299514535
867.29,687.7678918870463
1488.3,1161.9604993652554
420.69,733.7252658494972
1279.22,713.3419255361296
256.14,526.5817617089375
681.19,729.8867518529764
1181.42,714.8045122698718
1502.62,1129.1795307928041
479.49,543.2757261223835
238.34,570.6034857214879
1191.76,741.319551568461
1137.24,1085.9825928413538
845.6,558.9089871380942
1178.68,1154.6317417009761
479.79,560.9747296991184
935.64,717.3424813116751
402.89,715.0935893793359
1377.12,1100.6984619144062
473.93,1090.7606423618442
1005.05,752.4113529830488
959.02,496.33196746509077
843.89,739.9843269290079
1663.61,1151.1106300459742
593.01,532.246214156881
997.88,715.1946913212207
379.4,1106.4645188760182
1047.81,716.9248083552486
217.56,712.0938864859422
985.56,717.7163057835533
465.84,546.6816681625667
861.85,691.4890245151869
892.4,703.8546936736504
956.39,535.885555451747
401.3,1177.37385277594
407.31,1128.1207581180265
555.36,694.4646555810125
1251.68,755.2763490273653
418.31,509.753139534066
1105.35,703.0335826460287
679.02,719.2356984933077
396.59,1096.2483449689323
718.86,697.9180695503899
1483.29,1132.0038864903854
382.85,754.802184528744
242.7,703.8345553847421
170.16,723.92985080608
857.7,1136.4225493756198
886.94,513.6502068206725
179.09,739.0420631386883
229.21,715.3772755236309
1325.0,1167.5958322338402
1455.54,1139.9522582887948
476.34,724.0473500773687
216.69,678.5825011013208
1260.89,724.7541771759929
850.91,680.3524436370608
636.24,713.058591957992
794.83,710.2773945961214
1187.19,1148.5543645327136
1083.79,1170.9702226380373
970.65,715.1053868869581
419.7,734.7216953339698
434.68,765.2090928752809
1256.08,734.4747113992534
938.44,540.0779297925461
679.12,1155.9234110237555
340.27,726.7515429802673
876.59,1102.353589642105
1791.88,1126.0907476494253
603.49,536.7608032744595
689.72,1122.6671367597592
1287.31,731.0690098094135
306.15,725.9167987633526
487.67,1092.8915539245024
832.47,577.0361044495456
986.33,1152.3135575992578
202.8,711.2022169154993
583.5,752.1370024865853
483.99,742.1353686896002
174.03,729.5281202364304
958.22,716.3646450776855
514.13,1097.9263108052191
464.32,718.4300422081672
1682.08,1131.2634371709414
148.21,716.8160820846279
1099.96,711.8895028435084
462.61,546.2163178852769
887.14,1134.4251848850183
814.96,766.1908196140959
240.72,722.7661172892181
506.52,702.310057479859
984.86,520.487072604937
217.52,1124.759032328878
551.53,582.4079923103111
218.68,707.2563488167069
525.33,703.700379797237
1217.81,726.0350584732346
618.39,687.2896713480883
237.18,521.9466165089376
985.48,753.7517840069235
535.99,544.1833121997905
339.86,765.5503453746217
550.19,706.711194677895
757.05,1138.3863809503036
281.51,1155.7666729523498
359.86,694.3256432922608
846.78,506.0998694629367
119.32,542.3477577969603
646.26,726.5781892999546
642.77,545.6774522610112
951.12,724.0545325702766
1177.36,727.9993835482544
609.89,707.8747257857933
1079.5,686.7574466149291
384.0,713.5572026375406
446.01,1125.8388775399817
732.18,568.1905496106401
1311.79,1132.304561586584
264.79,704.6740018904632
1870.7,1123.4357674387936
853.34,547.7677803615078
598.24,749.896883803619
1246.01,715.3037475656288
1068.82,738.2041347358146
375.97,686.7010914222478
661.71,712.4184781831756
411.02,511.5053082065772
1139.42,687.18628546529
1278.17,737.8155285005419
1161.12,720.2941640843869
182.24,724.1316540175048
811.2,713.0061700496427
697.08,694.6991162481324
184.49,721.1301158659627
260.72,530.4720691428151
187.42,694.914369237259
379.35,720.1487668291496
977.18,1153.5868708830094
1729.82,1116.6057842808793
727.71,713.5190267398907
1139.85,709.0810974162473
699.69,544.9246916346544
1713.12,1135.9033380451503
393.86,566.811102714753
708.62,735.2278195096801
682.26,704.7931025267246
1028.86,1129.1850101871898
1522.56,1128.8615880747745
1095.17,672.4021928470436
261.59,586.2369620050724
606.49,1183.2311662214627
758.44,543.5568766840219
154.84,545.41595796941
688.61,720.7938830910534
1758.72,1136.7701515489578
804.23,715.0193449275085
937.84,709.369721482232
232.09,1134.3225496041314
582.37,724.4678123541253
1287.72,717.4839901920847
1940.19,1146.4386549689975
587.46,551.804997651445
1207.09,701.0770167278507
235.05,686.4516645294877
918.25,1116.6571681458104
998.1,731.6259770582803
244.22,563.3955709992489
1808.53,1153.0169364455269
378.75,727.224570251977
1256.24,1132.1935335030992
1989.48,1128.217076285028
566.04,516.0433959094056
382.67,749.4348852448973
994.71,1114.0348859003634
1963.45,1083.5713219985355
1005.6,698.5281161553478
715.43,505.2524681202997
1217.57,714.4393033180485
538.51,725.1943854561091
1241.63,1114.7478879627567
1243.51,714.6867968973761
1088.26,712.4475159877068
1761.28,1148.9068902834724
1478.88,1086.2161516112133
166.87,561.601486205296
752.88,689.2412946133417
629.3,543.959369660121
1976.43,1140.4161282898885
750.1,710.686388387958
592.38,671.1752340546343
768.84,759.051524050577
277.45,1134.818214978616
825.44,1137.7791604919603
659.02,547.239517406936
1247.47,724.3378004604458
217.44,715.0228369017059
471.79,720.7589191460181
1152.88,739.9195103997665
457.43,710.9231418725788
383.75,684.0267078975811
1934.59,1123.997070543662
293.8,738.4157670603178
1071.19,674.7570101966844
724.34,560.9851873735406
166.17,547.3464237677148
397.72,715.3958348939268
1214.33,1154.846488358782
644.14,740.7771728260535
737.08,695.6176723906008
590.86,731.322472540083
885.1,718.8323462777277
1459.16,1157.0903883567828
539.63,539.4286241121896
1772.77,1155.7230306207362
915.69,729.0888833925839
220.3,724.9480065897355
142.81,567.4275439964497
999.17,533.4602385559149
582.37,671.0698839113347
660.63,536.1587858763309
176.88,776.2547888994434
1735.05,1158.299641533988
1664.12,1131.2125599793342
303.98,541.8592462977282
254.89,699.5790848682659
812.06,737.7609166557811
1092.75,710.2520887461213
1117.83,718.4994752388529
739.12,704.5442542987241
1085.21,727.0517580867482
668.73,721.0039072525522
665.77,735.4117362672741
1701.99,1086.4305051597476
833.34,561.0296834853212
724.99,727.1957212278238
971.57,702.3909076321775
